date, pm25, pm10, o3, no2, so2, co
2021/11/9, 64, 34, 10, 17, 2, 5
2021/11/10, 89, 26, 8, 16, 2, 4
2021/11/11, 69, 38, 5, 25, 2, 7
2021/11/12, 88, 38, 3, 13, 2, 4
2021/11/13, 104, 43, 4, 11, 2, 5
2021/11/14, 119, 41, 2, 17, 2, 7
2021/11/15, 105, 50, 4, 21, 2, 7
2021/11/16, 129, 46, 7, 19, 2, 5
2021/11/17, 119, 18, 9, 9, 2, 3
2021/11/18, 55, 13, 15, 8, 1, 3
2021/11/19, 46, 11, 17, 7, , 2
2021/11/20, 39, 28, 6, 17, , 5
2021/11/21, 79, 32, 3, 12, , 4
2021/11/22, 89, 19, 13, 12, 1, 3
2021/11/23, 58, 40, 5, 23, 1, 6
2021/11/24, 88, 46, 3, 18, , 6
2021/11/25, 113, 26, 1, 15, , 4
2021/11/26, 77, 19, , 11, , 3
2021/11/27, 64, 20, , 10, , 3
2021/11/28, 64, 15, 12, 7, , 3
2021/11/29, 56, 10, 14, 8, , 3
2021/11/30, 36, 10, 14, 15, , 3
2021/12/1, 29, 12, 8, 22, , 4
2021/12/2, 40, 11, 16, 9, , 3
2021/12/3, 36, 31, 7, 22, 1, 7
2021/12/4, 80, 31, 4, 11, 3, 5
2021/12/5, 93, 17, 6, 10, 1, 5
2021/12/6, 61, 25, 4, 9, , 5
2021/12/7, 75, 35, 5, 17, , 7
2021/12/8, 94, 24, 6, 13, , 5
2021/12/9, 77, 20, 8, 14, 1, 5
2021/12/10, 66, 18, 13, 9, , 5
2021/12/11, 63, 14, 21, 5, , 4
2021/12/12, 54, 22, 10, 14, 1, 4
2021/12/13, 65, 41, 2, 26, 1, 9
2021/12/14, 105, 49, 1, 24, 1, 9
2021/12/15, 128, 34, 4, 17, 1, 6
2021/12/16, 98, 10, 18, 6, 1, 1
2021/12/17, 35, 11, 19, 6, , 1
2021/12/18, 42, 12, 16, 5, , 1
2021/12/19, 49, 6, 19, 6, , 1
2021/12/20, 22, 9, 20, 9, , 1
2021/12/21, 29, 26, 8, 23, , 3
2021/12/22, 66, 37, 11, 19, 1, 5
2021/12/23, 92, 31, 11, 17, 2, 3
2021/12/24, 93, 18, 22, 17, , 3
2021/12/25, 60, 10, 24, 11, , 2
2021/12/26, 33, 28, 9, 24, , 4
2021/12/27, 76, 18, 10, 13, , 3
2021/12/28, 59, 18, 3, 12, , 4
2021/12/29, 62, 22, 3, 13, , 5
2021/12/30, 70, 17, 9, 15, , 5
2021/12/31, 57, 12, 16, 7, , 2
2022/1/1, 38, 15, , 16, , 3
2022/1/2, 52, 14, 24, 11, 1, 3
2021/7/1, 12, 9, , 4, , 2
2021/7/2, 15, 9, , 3, , 2
2021/7/3, 26, 10, , 4, , 2
2021/7/4, 29, 15, , 6, , 2
2021/7/5, 36, 10, , 7, , 2
2021/7/6, 19, 22, 50, 11, , 3
2021/7/7, 34, 24, 52, 8, , 2
2021/7/8, 38, 27, 32, 8, , 3
2021/7/9, 47, 4, 42, 3, , 1
2021/7/10, 5, 10, 41, 7, , 2
2021/7/11, 27, 16, 55, 7, , 2
2021/7/12, 42, 27, 46, 13, 1, 3
2021/7/13, 55, 38, 28, 14, 1, 2
2021/7/14, 60, 17, 31, 8, 1, 2
2021/7/15, 39, 17, 36, 9, 1, 2
2021/7/16, 32, 13, 24, 5, 1, 2
2021/7/17, 40, , , , , 
2021/7/19, 49, 20, 32, 5, 1, 2
2021/7/20, 49, 15, 25, 4, 1, 2
2021/7/21, 40, 20, , 7, , 2
2021/7/22, 43, 20, , 10, , 2
2021/7/23, 46, 20, , 9, , 2
2021/7/24, 46, 22, , 10, , 2
2021/7/25, 56, 27, , 10, , 2
2021/7/26, 57, 20, , 7, , 1
2021/7/27, 43, 32, , 14, , 2
2021/7/28, 52, 11, , 4, , 1
2021/7/29, 23, 18, , 12, , 2
2021/7/30, 33, 12, , 9, , 2
2021/7/31, 32, 11, , 6, , 2
2021/8/1, 34, 7, , 4, , 1
2021/8/2, 19, 11, , 12, 2, 2
2021/8/3, 26, 12, , 11, 1, 2
2021/8/4, 27, 10, , 10, 1, 2
2021/8/5, 32, 7, , 4, 1, 1
2021/8/6, 19, 9, , 10, 1, 2
2021/8/7, 20, 6, , 6, 1, 1
2021/8/8, 13, 6, , 5, 1, 2
2021/8/9, 13, 11, 47, 12, 2, 2
2021/8/10, 21, 13, , 10, , 2
2021/8/11, 28, 13, , 9, , 2
2021/8/12, 28, 16, , 9, , 2
2021/8/13, 31, 17, , 12, , 2
2021/8/14, 40, 20, , 11, , 3
2021/8/15, 48, 16, 60, 12, 1, 2
2021/8/16, 43, 8, 30, 5, 1, 2
2021/8/17, 20, 7, 33, 6, 1, 2
2021/8/18, 17, 8, 29, 10, 2, 2
2021/8/19, 21, 9, 39, 11, 2, 3
2021/8/20, 24, 10, 34, 9, 2, 3
2021/8/21, 30, 11, 2, 11, 2, 3
2021/8/22, 29, 13, , 10, , 3
2021/8/23, 38, , 31, 5, 1, 2
2021/8/25, 36, 15, 32, 13, 1, 3
2021/8/26, 39, 8, 23, 6, 2, 2
2021/8/27, 24, 7, 10, 11, 2, 2
2021/8/28, 23, , 27, , 2, 
2021/8/30, 43, 11, 22, 10, 2, 2
2021/8/31, 31, 14, , 3, , 2
2021/9/1, 32, 11, , 6, , 2
2021/9/2, 30, 16, , 14, , 2
